Date,Reference,Value,Merchant,Transaction description,Transaction description 2
23/02/2017,746541447,265.36,thames water web,Stamp Duty & Other Legal Fees,Residential & Com. Property
23/02/2017,746535585,90.16,bristol street pg,Vehicle Maintenance,MT Services Account
23/02/2017,746535551,80.15,booker limited oxford,Subscriptions,Tenants Associations Grants
23/02/2017,746538501,30.97,jolee fabrics,Furniture & Equipment Purchase,Museum Of Oxford
23/02/2017,746543260,28.80,www.thekey.co.uk,Public Transport,Accountancy
23/02/2017,746543259,28.80,www.thekey.co.uk,Public Transport,Accountancy
23/02/2017,746537444,21.50,gwr websales,Public Transport,Homelessness Running Expenditure
23/02/2017,746539455,18.04,north oxford garag,Vehicle Maintenance,MT Services Account
23/02/2017,746543258,14.40,www.thekey.co.uk,Public Transport,Accountancy
23/02/2017,746535081,11.98,argos ltd,Furniture & Equipment Purchase,Homelessness Running Expenditure
23/02/2017,746979662,11.50,tfl road charge,Other,Lord Mayors Secretariat
23/02/2017,746541725,11.10,tiger,Subscriptions,Tenants Associations Grants
23/02/2017,746536410,10.20,delteys supermarke,Extra Void Work,North - Planned Maint.
23/02/2017,746540731,9.30,sainsburys s/mkts,Provisions,Museum Of Oxford
23/02/2017,746540732,5.95,sainsburys s/mkts,Subsistence,Lord Mayors Secretariat
23/02/2017,746539499,5.25,paperchase,Furniture & Equipment Purchase,Tenants Associations Grants
24/02/2017,746942183,600.31,facebk r5fr9csar2,Advertising & Publicity,Corporate Projects Team
24/02/2017,746968477,565.00,staynewhall square lim,Board & Lodging Payments,Homelessness Running Expenditure
24/02/2017,746953140,418.80,i.q.p.c. events,TRAINING EXPENSES,Customer Services
24/02/2017,746953141,418.80,i.q.p.c. events,TRAINING EXPENSES,Customer Services
24/02/2017,746979693,362.50,travelodge gb0000,Rent Allowance Cheques,Syrian
24/02/2017,746979583,274.96,thames water web,Miscellaneous,
24/02/2017,746961760,238.80,policy communications,Subscriptions,Media & Communications
24/02/2017,746962048,121.00,possessionclaim.go,Court Fees,Rents Team
24/02/2017,746953142,118.80,i.q.p.c. events,TRAINING EXPENSES,Customer Services
24/02/2017,746929066,94.67,amazon uk marketplace,General Stationery Supplies,Cowley Marsh Depot Costs
24/02/2017,746952778,76.85,homebase ltd 091,Furniture & Equipment Purchase,Homelessness Running Expenditure
24/02/2017,746942007,55.26,eyre  elliston ltd,D2D,External Private Sector Works
24/02/2017,746962038,50.00,post office counter,Compensation,Universal Credits
24/02/2017,746979546,46.10,trainline,Public Transport,Finance & Admin
24/02/2017,746979547,34.83,trainline,Public Transport,Members Support
24/02/2017,746968522,30.00,smith  low ltd,Furniture & Equipment Purchase,Homelessness Running Expenditure
24/02/2017,746979849,28.51,trainline,Public Transport,International Exch - Other
24/02/2017,746929269,19.33,adobe  exportpdf sub,Software Purchase,Rents Team
24/02/2017,746961934,19.28,paypal  laserblade,Materials,Museum Of Oxford
24/02/2017,746979125,18.00,the works,Subscriptions,Tenants Associations Grants
24/02/2017,746979124,16.50,wilko retail limit,Subscriptions,Tenants Associations Grants
24/02/2017,746961368,16.00,poundland ltd,Subscriptions,Tenants Associations Grants
24/02/2017,746942008,0.84,eyre  elliston ltd,D2D,External Private Sector Works
24/02/2017,746961933,-0.64,paypal  laserblade,Materials,Museum Of Oxford
25/02/2017,746952591,28.99,home bargains,Subscriptions,Tenants Associations Grants
25/02/2017,746968389,13.80,savages blewbury l,General Contracted Services,Tenants Associations Grants
25/02/2017,746953164,5.50,iz  lemon jelli,Subsistence,International Exch - Other
27/02/2017,747370093,"2,035.00",fone central,Hardware Purchase,Management
27/02/2017,747369913,"1,294.85",jansen display ltd,Furniture & Equipment Purchase,Compensation & Reimbursement Payments
27/02/2017,747370144,828.00,housing-tech.com,Conferences,Local Housing Management
27/02/2017,747389040,532.50,travelodge gb0000,Rent Allowance Cheques,Syrian
27/02/2017,747695427,362.00,staynewhall square lim,Board & Lodging Payments,Homelessness Running Expenditure
27/02/2017,747370114,356.00,home office design,Furniture & Equipment Purchase,Facilities
27/02/2017,747361286,175.00,eb  aafda conference 2,General Contracted Services,Health Development
27/02/2017,747388456,174.00,www.guidesforbrides.co,Advertising & Publicity,Town Hall Civic Management
27/02/2017,747370115,135.00,http://pmse.ofcom.org.,General Contracted Services,Facilities
27/02/2017,747379613,121.00,possessionclaim.go,Court Fees,Rents Team
27/02/2017,747388835,79.46,trainline,Public Transport,Finance & Admin
27/02/2017,747355575,22.49,amz pimoroni,Hardware Purchase,Mainframe Associated Costs
27/02/2017,747369941,19.00,marksspencer plc,Instructors & Coaching Fees,Tenants Associations Grants
27/02/2017,747370390,15.60,gwr pangbourne to,Travel And Subsistence,Corporate Projects Team
27/02/2017,747388535,6.57,wickes,Furniture & Equipment Purchase,Homelessness Running Expenditure
27/02/2017,747389042,-78.00,travelodge gb0000,Rent Allowance Cheques,Syrian
27/02/2017,747389041,-78.00,travelodge gb0000,Rent Allowance Cheques,Syrian
27/02/2017,747389044,-179.00,travelodge gb0000,Rent Allowance Cheques,Syrian
27/02/2017,747389043,-179.00,travelodge gb0000,Rent Allowance Cheques,Syrian
28/02/2017,747693921,"1,270.00",oxford291office,Court Fees,Legal Services
28/02/2017,747689641,508.00,beds to u,Rent Allowance Cheques,Syrian
28/02/2017,747691857,337.22,facebk x9z5rcaxp2,Advertising & Publicity,Rose Hill Community Centre
28/02/2017,747693820,300.00,oxford city council,Other Miscellaneous Expenses,Health Development
28/02/2017,747691709,218.22,facebk qy3rccjar2,Advertising & Publicity,
28/02/2017,747695155,216.39,scandic hotels asweb,Subsistence,Sustainable City
28/02/2017,747689936,177.62,bristol street pg,Vehicle Maintenance,MT Services Account
28/02/2017,747696125,149.74,trainline,Public Transport,Admin Review business improvement
28/02/2017,747692866,112.00,ies,Subscriptions,Sustainable City
28/02/2017,747695121,74.98,ryman 1172,Hardware Purchase,Mainframe Associated Costs
28/02/2017,748042736,70.56,ryanair     22400000as3l,Public Transport,Sustainable City
28/02/2017,747697306,43.20,www.thekey.co.uk,Public Transport,Staff/Running Costs
28/02/2017,747689133,40.57,amazon.co.uk,Health & Safety,Customer Services
28/02/2017,748027300,21.71,11 internet limited,External Telephone Charges,Mainframe Associated Costs
28/02/2017,747700277,8.52,facebk v58ytbazt2,Advertising & Publicity,International Exch - Other
28/02/2017,747691786,6.36,facebk z9z5rcaxp2,Advertising & Publicity,Youth Ambition Programme
28/02/2017,747700209,5.41,facebk u58ytbazt2,Advertising & Publicity,International Exch - Other
28/02/2017,747691595,2.54,facebk awnpqbawv2,General Contracted Services,Dance Development
01/03/2017,748035969,612.00,travelodge gb0000,Board & Lodging Payments,Homelessness Running Expenditure
01/03/2017,748041870,355.00,oxford291office,Court Fees,Legal Services
01/03/2017,748041869,355.00,oxford291office,Court Fees,Legal Services
01/03/2017,748039930,200.45,facebk  9mlmkaaq92,Advertising & Publicity,Universal Credits
01/03/2017,748031427,146.74,insightly crm,Software Rental,Active Sports Partnership
01/03/2017,748039161,137.80,cross country trains,Public Transport,Performance and Quality
01/03/2017,748035321,114.34,trainline,Travel And Subsistence,Mainframe Associated Costs
01/03/2017,748037634,89.99,argos ltd,Rent Allowance Cheques,Syrian
01/03/2017,748039675,85.00,emmaus,Rent Allowance Cheques,Syrian
01/03/2017,748039931,37.89,facebk  amlmkaaq92,Advertising & Publicity,Universal Credits
01/03/2017,748037054,30.96,amazon uk marketplace,General Stationery Supplies,Cowley Marsh Depot Costs
01/03/2017,748037635,24.98,argos ltd,Rent Allowance Cheques,Syrian
01/03/2017,748034536,17.99,sportsdirect.com,General Contracted Services,Dance Development
01/03/2017,748398680,17.95,switchboardfree lqd11,External Telephone Charges,Performance and Quality
01/03/2017,748027870,16.05,apl /001taxis,Public Transport,Tenants Associations Grants
01/03/2017,748029540,15.00,ee top up vesta,External Telephone Charges,Mainframe Associated Costs
01/03/2017,748035223,14.00,timpson ltd,Furniture & Equipment Purchase,Private Lease Scheme
01/03/2017,748027869,12.85,apl /001taxis,Public Transport,Tenants Associations Grants
01/03/2017,748044490,9.84,tp-oxford sandy lane,General Contracted Services,Minor Works
01/03/2017,748036469,6.00,www.oxford.gov.uk,Other Miscellaneous Expenses,Dance Development
01/03/2017,748408472,-58.90,trainline,Public Transport,Finance & Admin
02/03/2017,748829071,"1,016.00",staynewhall square lim,Board & Lodging Payments,Homelessness Running Expenditure
02/03/2017,748392774,650.00,carpets4less,Homeless Prevention,Private Lease Scheme
02/03/2017,748397044,245.00,paypal  gomediainte,Advertising & Publicity,Town Hall Civic Management
02/03/2017,748404066,215.60,gwr websales,Public Transport,Universal Credits
02/03/2017,748401473,116.78,argos ltd,Rent Allowance Cheques,Syrian
02/03/2017,748392825,65.90,chiltern railway ltd,Public Transport,Finance & Admin
02/03/2017,748403787,51.82,executive security,Energy Conservation,Energy Efficiency Grants
02/03/2017,748399251,47.12,trainline,Public Transport,Environmental Policy
02/03/2017,748409715,37.39,www.viking-direct.co.u,General Stationery Supplies,Home Improvement Agency
02/03/2017,748406040,29.60,post office counter,Postage & Carriage,City Centre- Oxpens Car Park
02/03/2017,748400859,27.99,amazon uk marketplace,General Stationery Supplies,Cowley Marsh Depot Costs
02/03/2017,748405860,27.94,paypal  bakerrossli,Materials,International Exch - Other
02/03/2017,748391361,26.83,amazon uk marketplace,Hardware Purchase,Mainframe Associated Costs
02/03/2017,748823246,25.04,amazon uk retail amazon.,Hardware Purchase,Mainframe Associated Costs
02/03/2017,748405450,20.00,mothercare world,Rent Allowance Cheques,Syrian
02/03/2017,748396223,20.00,marksspencer plc,Awards / Prizes,Tenants Associations Grants
02/03/2017,748823534,16.98,amazon.co.uk,Hardware Purchase,Business Transformation Management
02/03/2017,748398490,9.00,smith  low ltd,Furniture & Equipment Purchase,Homelessness Running Expenditure
02/03/2017,748398724,5.00,tesco stores 6167,Awards / Prizes,Tenants Associations Grants
03/03/2017,748825624,"1,340.00",emap ltd,Conferences,Universal Credits
03/03/2017,748825623,"1,000.00",emap ltd,Conferences,Universal Credits
03/03/2017,748827193,654.00,let me in automotive l,Vehicle Maintenance,MT Services Account
03/03/2017,748822411,97.50,amazon uk marketplace,Hardware Purchase,Business Transformation Management
03/03/2017,748829947,79.46,trainline,Public Transport,Members Support
03/03/2017,748826101,77.80,gwr oxford to,Training Short Courses,OBS Administration
03/03/2017,748825850,73.13,executive security,D2D,External Private Sector Works
03/03/2017,748822802,24.51,amazon uk marketplace,General Stationery Supplies,Cowley Marsh Depot Costs
03/03/2017,748823533,20.37,amazon.co.uk,Hardware Purchase,Business Transformation Management
03/03/2017,748815164,20.33,facebk nl4x4dnvv2,General Contracted Services,Dance Development
03/03/2017,748822740,10.99,amazon uk marketplace,Furniture & Equipment Purchase,Youth Ambition Programme
03/03/2017,748821725,10.28,wh smith,General Stationery Supplies,Council Tax
03/03/2017,748821859,6.00,www.oxford.gov.uk,Other Miscellaneous Expenses,Dance Development
03/03/2017,748821858,6.00,www.oxford.gov.uk,Other Miscellaneous Expenses,Dance Development
04/03/2017,748822741,287.07,amazon uk marketplace,Furniture & Equipment Purchase,Youth Ambition Programme
05/03/2017,748830927,64.00,www.motor.org.uk,Subscriptions,MT Services Account
06/03/2017,749229775,424.62,diesel injectn ayl,Vehicle Maintenance,MT Services Account
06/03/2017,749237328,401.40,amazon uk retail amazon.,Furniture & Equipment Purchase,Youth Ambition Programme
06/03/2017,749239826,312.48,greenbarnes.co.uk,Contract Printing (External),
06/03/2017,749228253,263.88,animoto inc,Advertising & Publicity,Town Hall Civic Management
06/03/2017,749593470,145.50,tvlicensing.co.uk,Licences (Non-Transport),Facilities
06/03/2017,749234360,85.32,thames water,Miscellaneous,
06/03/2017,749238648,44.37,covered arts ltd,General Stationery Supplies,Lord Mayors Secretariat
06/03/2017,749236636,30.00,www.oxfordbus.co.uk,Public Transport,Finance & Admin
06/03/2017,749229447,30.00,chiltern railway ltd,Public Transport,Finance & Admin
06/03/2017,749241467,2.20,peartree p/ride,Other Miscellaneous Expenses,Peartree Pay & Display
07/03/2017,749566055,767.52,jansen display ltd,Furniture & Equipment Purchase,Compensation & Reimbursement Payments
07/03/2017,749583816,274.96,thames water web,Stamp Duty & Other Legal Fees,Residential & Com. Property
07/03/2017,749583584,70.00,solarwinds,Software Maintenance/Running Costs,Mainframe Associated Costs
07/03/2017,749593303,68.75,trainline,Public Transport,Incomes - Misc debt Collection
07/03/2017,749593957,54.06,trainline,Travel Concessions,Private Lease Scheme
07/03/2017,749566387,48.40,greater anglia trains,Public Transport,Sustainable City
07/03/2017,749553065,45.73,adobe  creative cloud,Software Purchase,Admin Review business improvement
07/03/2017,749583375,25.00,sainsburys s/mkt,Awards / Prizes,Tenants Associations Grants
07/03/2017,749583376,25.00,sainsburys s/mkt,Awards / Prizes,Tenants Associations Grants
07/03/2017,749583377,25.00,sainsburys s/mkt,Awards / Prizes,Tenants Associations Grants
07/03/2017,749583378,25.00,sainsburys s/mkt,Awards / Prizes,Tenants Associations Grants
07/03/2017,749555795,21.20,asda superstore,Hospitality,Active Sports Partnership
07/03/2017,749593231,19.63,trainline,Public Transport,Bradlands - Refurbishment
07/03/2017,749583379,15.00,sainsburys s/mkt,Awards / Prizes,Tenants Associations Grants
07/03/2017,749584149,12.93,screwfix oxford,D2D,External Private Sector Works
07/03/2017,749552936,11.94,amazon uk marketplace,D2D,External Private Sector Works
07/03/2017,749903825,10.66,farnell internet,Furniture & Equipment Purchase,City Centre-Gloucester Green
07/03/2017,749903825,10.66,farnell internet,Furniture & Equipment Purchase,City Centre-Gloucester Green
07/03/2017,749556008,6.60,apcoa connect - fgw,Travel And Subsistence,Performance and Quality
07/03/2017,749556007,6.60,apcoa connect - fgw,Travel And Subsistence,Performance and Quality
07/03/2017,749566288,6.45,delteys supermarke,Furniture & Equipment Purchase,Homelessness Running Expenditure
07/03/2017,749575761,2.75,paperchase,Materials,Tenants Associations Grants
08/03/2017,749892699,690.00,carpets 4 less,Short Term Vehicle Hire,Compensation & Reimbursement Payments
08/03/2017,749892698,690.00,carpets 4 less,Short Term Vehicle Hire,Compensation & Reimbursement Payments
08/03/2017,749892697,668.39,carpets 4 less,Short Term Vehicle Hire,Compensation & Reimbursement Payments
08/03/2017,749892700,450.85,carpets 4 less,Short Term Vehicle Hire,Compensation & Reimbursement Payments
08/03/2017,749905912,355.00,oxford291office,Court Fees,Legal Services
08/03/2017,749905911,355.00,oxford291office,Court Fees,Legal Services
08/03/2017,749909595,185.00,www.moneyclaim.gov,Court Fees,Legal Services
08/03/2017,749902887,47.10,cross country trains,Public Transport,Fraud Hub
08/03/2017,749908236,44.11,the fencing centre,Materials,Landscape & Play
08/03/2017,750263165,29.39,rs components,Furniture & Equipment Purchase,Peartree Pay & Display
08/03/2017,750263165,29.39,rs components,Furniture & Equipment Purchase,Peartree Pay & Display
08/03/2017,750263165,29.39,rs components,Furniture & Equipment Purchase,Peartree Pay & Display
08/03/2017,750263165,29.39,rs components,Furniture & Equipment Purchase,Peartree Pay & Display
08/03/2017,749897906,26.04,q park via park magic,Other,Lord Mayors Secretariat
08/03/2017,749903815,25.08,facebk qrynybs4v2,Advertising & Publicity,domestic recycling Projects
08/03/2017,749903813,25.04,facebk ksthtbe4v2,Advertising & Publicity,domestic recycling Projects
08/03/2017,749903342,23.00,dsa theory test,Training Short Courses,OBS Administration
08/03/2017,749901265,14.70,amazon uk retail,Furniture & Equipment Purchase,Area Co-Ordinators
08/03/2017,749893089,13.99,currys oxford city 282,Furniture & Equipment Purchase,Homelessness Running Expenditure
08/03/2017,749892455,11.98,cables 2 u ltd,Hardware Purchase,Rose Hill Community Centre
08/03/2017,749900297,10.99,www.celloexpress.co.uk,Furniture & Equipment Purchase,Museum Of Oxford
08/03/2017,749908810,10.20,upt cambridge cc grand a,Materials,MT Services Account
08/03/2017,749900397,6.00,www.oxford.gov.uk,Other Miscellaneous Expenses,Dance Development
08/03/2017,749891820,-15.00,amz amazon.co.uk,Training Supplies,Active recreation
09/03/2017,750251689,828.00,housing-tech.com,Conferences,Local Housing Management
09/03/2017,750259755,783.60,dfsk parts ltd,Vehicle Maintenance,MT Services Account
09/03/2017,750251073,457.00,holiday inn exprss,Board & Lodging Payments,Homelessness Running Expenditure
09/03/2017,750262633,325.00,possessionclaim.go,Court Fees,Rents Team
09/03/2017,750262635,325.00,possessionclaim.go,Court Fees,Rents Team
09/03/2017,750262637,325.00,possessionclaim.go,Court Fees,Rents Team
09/03/2017,750262636,325.00,possessionclaim.go,Court Fees,Rents Team
09/03/2017,750256813,141.10,wp-residential lan,Training Short Courses,Community Housing Management
09/03/2017,750262634,121.00,possessionclaim.go,Court Fees,Rents Team
09/03/2017,750259092,102.86,carpetright plc,Furniture & Equipment Purchase,Homelessness Running Expenditure
09/03/2017,750262207,99.95,newsprints ltd,Special Events,Museum Of Oxford
09/03/2017,750263225,88.93,safetybootsuk,Protective Clothing,Engineering Operations A/c
09/03/2017,750257834,65.43,amazon uk retail amazon.,General Stationery Supplies,Cowley Marsh Depot Costs
09/03/2017,750262209,59.97,newsprints ltd,Special Events,Museum Of Oxford
09/03/2017,750266184,54.00,www.thekey.co.uk,Public Transport,Cowley Marsh Depot Costs
09/03/2017,750262208,39.98,newsprints ltd,Special Events,Museum Of Oxford
09/03/2017,750248055,34.74,amazon uk retail,Furniture & Equipment Purchase,Health Development
09/03/2017,750251687,26.04,hotjar,Subscriptions,Business Transformation Management
09/03/2017,750260378,25.23,facebk he8gwbw4v2,Advertising & Publicity,domestic recycling Projects
09/03/2017,750251354,22.50,home bargains,Instructors & Coaching Fees,Tenants Associations Grants
09/03/2017,750266190,18.00,www.thekey.co.uk,Public Transport,Cowley Marsh Depot Costs
09/03/2017,750266183,18.00,www.thekey.co.uk,Public Transport,Cowley Marsh Depot Costs
09/03/2017,750265809,11.99,wickes,Furniture & Equipment Purchase,Home Improvement Agency
09/03/2017,750249999,10.57,executive security,Furniture & Equipment Purchase,Private Lease Scheme
09/03/2017,750264668,9.60,thames water,Stamp Duty & Other Legal Fees,Residential & Com. Property
09/03/2017,750260352,8.19,executive security,Furniture & Equipment Purchase,Private Lease Scheme
09/03/2017,750260889,6.26,homebase ltd 091,Furniture & Equipment Purchase,Private Lease Scheme
10/03/2017,750767957,400.15,facebk zy6npgewp2,Advertising & Publicity,Neighbourhood Renewal Services
10/03/2017,750794932,308.00,oxford291office,Court Fees,Legal Services
10/03/2017,750821700,274.96,thames water web,Stamp Duty & Other Legal Fees,Residential & Com. Property
10/03/2017,750821699,274.96,thames water web,Stamp Duty & Other Legal Fees,Residential & Com. Property
10/03/2017,750785660,227.94,linkedin-356 2168883,Furniture & Equipment Purchase,Town Hall Civic Management
10/03/2017,750785659,227.94,linkedin-356 2163213,Furniture & Equipment Purchase,Area Co-Ordinators
10/03/2017,750739671,180.36,base.com     goods,Furniture & Equipment Purchase,YOUNG PERSONS DRUGS WORKER
10/03/2017,750768059,158.21,executive security,D2D,External Private Sector Works
10/03/2017,750831855,139.03,trainline,Public Transport,YOUNG PERSONS DRUGS WORKER
10/03/2017,750767683,104.00,halfords 0988,Vehicle Purchase,Environmental Enforcement
10/03/2017,750794763,86.80,national express limited,Public Transport,Housing Options and Allocations
10/03/2017,750831859,70.74,trainline,Public Transport,Community Housing Management
10/03/2017,750777766,27.42,homebase ltd 091,Furniture & Equipment Purchase,Homelessness Running Expenditure
10/03/2017,750739793,19.71,amazon uk retail amazon.,Hardware Purchase,DWP Help Fund
10/03/2017,750840305,5.99,wilko retail limit,Furniture & Equipment Purchase,Homelessness Running Expenditure
11/03/2017,750804420,6.00,poundland ltd,Instructors & Coaching Fees,Tenants Associations Grants
12/03/2017,750812163,7.25,sainsburys s/mkts,Instructors & Coaching Fees,Tenants Associations Grants
13/03/2017,751098680,900.00,paypal  thamestrain,Instructors & Coaching Fees,Tenants Associations Grants
13/03/2017,751095393,688.96,carpets4less,Special Events,UNDEROCCUPATION
13/03/2017,751095733,329.97,currys online,Special Events,UNDEROCCUPATION
13/03/2017,751105203,270.00,enterprise events ltd,Public Transport,
13/03/2017,751102436,219.00,www.beds.co.uk,Special Events,UNDEROCCUPATION
13/03/2017,751109994,147.39,trainline,Public Transport,Admin Review business improvement
13/03/2017,751103343,143.98,argos ltd,Rent Allowance Cheques,Syrian
13/03/2017,751109993,140.96,trainline,Public Transport,Customer Services
13/03/2017,751107420,121.00,possessionclaim.go,Stamp Duty & Other Legal Fees,Private Lease Scheme
13/03/2017,751103789,55.00,blackwell s,Books & Publications,Administration:
13/03/2017,751103558,38.10,asda store 4442,Furniture & Equipment Purchase,Homelessness Running Expenditure
13/03/2017,751099856,35.37,smith  low ltd,Furniture & Equipment Purchase,Homelessness Running Expenditure
13/03/2017,751407670,19.47,ebuyer (uk) ltd,Hardware Purchase,Rose Hill Community Centre
13/03/2017,751103655,12.36,bm retail ltd,Furniture & Equipment Purchase,Homelessness Running Expenditure
13/03/2017,751104182,11.04,city electrical fa,Materials,Peartree Pay & Display
13/03/2017,751108388,4.29,screwfix oxford,Materials,Peartree Pay & Display
13/03/2017,751103559,4.00,asda store 4442,Furniture & Equipment Purchase,Homelessness Running Expenditure
13/03/2017,751111313,2.25,wilko retail limit,Furniture & Equipment Purchase,Homelessness Running Expenditure
13/03/2017,751108860,1.70,summertown car park,Other Miscellaneous Expenses,Suburban - Summertown
14/03/2017,751408394,"1,560.00",hmcts-tv031,Court Fees,Council Tax
14/03/2017,751406576,517.92,capita gas reg,Gas Service/Maintenance Contract,North - Planned Maint.
14/03/2017,751412128,274.96,thames water web,Stamp Duty & Other Legal Fees,Residential & Com. Property
14/03/2017,751412127,274.96,thames water web,Stamp Duty & Other Legal Fees,Residential & Com. Property
14/03/2017,751406515,258.00,bucks recycling ltd,Special Events,UNDEROCCUPATION
14/03/2017,751768711,120.00,www postcodeanywhere co,Software Maintenance/Running Costs,Mainframe Associated Costs
14/03/2017,751411190,118.80,proconferences.com,Training Short Courses,Residential & Com. Property
14/03/2017,751407343,113.75,dsa,Training Short Courses,OBS Administration
14/03/2017,751410257,112.83,paypal  bakerrossli,Materials,Museum Aspire Funding
14/03/2017,751418040,40.50,marksspencer plc,Provisions,International Exch - Other
14/03/2017,751404704,38.11,adobe  creative cloud,Software Purchase,Media & Communications
14/03/2017,751407858,36.72,executive security,D2D,External Private Sector Works
14/03/2017,751410092,35.67,noip com vitalwerks,Software Maintenance/Running Costs,Mainframe Associated Costs
14/03/2017,751414129,32.93,amazon uk marketplace,Books & Publications,Park Attendants & Facilities
14/03/2017,751407955,24.65,facebk ubbnvbe5v2,Advertising & Publicity,domestic recycling Projects
14/03/2017,751414128,21.45,amazon uk marketplace,Books & Publications,Park Attendants & Facilities
14/03/2017,751409550,20.20,marksspencer plc,Instructors & Coaching Fees,Tenants Associations Grants
14/03/2017,751409549,18.40,marksspencer plc,Subsistence,
14/03/2017,751414259,11.83,amazon uk marketplace,Furniture & Equipment Purchase,Park Attendants & Facilities
14/03/2017,751412367,9.00,timpson ltd,Bond Payments Homeless,Private Lease Scheme
14/03/2017,751407857,7.34,executive security,D2D,External Private Sector Works
14/03/2017,751409017,6.10,iz  oxford town ha,Subsistence,Admin Review business improvement
14/03/2017,751760031,5.98,rs components,Furniture & Equipment Purchase,City Centre-Gloucester Green
14/03/2017,751407859,-44.06,executive security,D2D,External Private Sector Works
15/03/2017,752085308,"2,912.00",chesford grange hotel,Conferences,Tenants Associations Grants
15/03/2017,751731986,"1,043.11",central source ltd,Furniture & Equipment Purchase,domestic recycling Projects
15/03/2017,751731700,630.24,box ltd-online,Hardware Purchase,Street Cleansing Account
15/03/2017,751768687,400.00,wall 2 wall floors,Homeless Prevention,Private Lease Scheme
15/03/2017,751751632,325.00,possessionclaim.go,Court Fees,Homelessness Running Expenditure
15/03/2017,751751604,325.00,possessionclaim.go,Court Fees,Homelessness Running Expenditure
15/03/2017,751742801,228.18,j p lennard ltd,Furniture & Equipment Purchase,Rose Hill Community Centre
15/03/2017,751742158,68.90,gwr didcot pkwy to,Public Transport,Council Tax
15/03/2017,751742603,37.00,dsa theory test,Training Short Courses,OBS Administration
15/03/2017,751742604,26.00,dsa theory test,Training Short Courses,OBS Administration
15/03/2017,751768760,20.98,www.lindy.co.uk,Hardware Purchase,Rose Hill Community Centre
15/03/2017,751759412,20.97,smith  low ltd,Furniture & Equipment Purchase,Homelessness Running Expenditure
15/03/2017,751759118,6.00,timpson ltd,Short Term Vehicle Hire,Compensation & Reimbursement Payments
15/03/2017,751728646,4.64,amazon uk marketplace,Furniture & Equipment Purchase,Park Attendants & Facilities
15/03/2017,751731410,4.00,boots 0330,Photographic Materials,Lord Mayors Secretariat
15/03/2017,751731699,-8.99,cables 2 u ltd,Hardware Purchase,Rose Hill Community Centre
15/03/2017,751759122,-55.90,trainline,Public Transport,Incomes - Misc debt Collection
15/03/2017,751768706,-236.00,travelodge gb0000,Board & Lodging Payments,Homelessness Running Expenditure
16/03/2017,752094090,267.00,beds to u,Rent Allowance Cheques,Syrian
16/03/2017,752088312,249.36,lascar electronics,Hardware Purchase,Bldg.Design & Construction
16/03/2017,752100824,212.36,trainline,Public Transport,Customer Services
16/03/2017,752531592,207.80,ebuyer (uk) ltd,Hardware Purchase,Street Cleansing Account
16/03/2017,752100825,91.29,trainline,Public Transport,Customer Services
16/03/2017,752093410,79.00,amazon uk retail,Furniture & Equipment Purchase,Park Attendants & Facilities
16/03/2017,752100894,67.00,travelodge gb0000,Board & Lodging Payments,Homelessness Running Expenditure
16/03/2017,752087947,15.00,iz  st ebbes kitchen,Subsistence,Museum Of Oxford
16/03/2017,752084464,11.99,argos retail group,Hardware Purchase,Environmental Policy
17/03/2017,752537861,"1,695.23",www.servertek.co.uk,Hardware Purchase,Transformation Wifi Infrastructure
17/03/2017,752953064,"1,432.00",open university,Career Training,Environmental Enforcement
17/03/2017,752530397,742.20,carpets 4 less,Special Events,UNDEROCCUPATION
17/03/2017,752543740,325.00,possessionclaim.go,Court Fees,Rents Team
17/03/2017,752543742,325.00,possessionclaim.go,Court Fees,Rents Team
17/03/2017,752543741,325.00,possessionclaim.go,Court Fees,Rents Team
17/03/2017,752544199,311.88,radflek.com,Materials,Energy Efficiency Grants
17/03/2017,752529433,215.49,amazon.co.uk,Furniture & Equipment Purchase,Customer Services
17/03/2017,752537771,210.00,www.reed.co.uk,Temporary Bureau Staffing,Home Choice Scheme
17/03/2017,752531752,145.06,eyre  elliston ltd,D2D,External Private Sector Works
17/03/2017,752543743,121.00,possessionclaim.go,Court Fees,Rents Team
18/03/2017,752528989,54.98,amazon uk marketplace,Hardware Purchase,Transformation Wifi Infrastructure
20/03/2017,752951713,706.00,home office design,Furniture & Equipment Purchase,Facilities
20/03/2017,752956768,277.91,www.thebarcodewarehous,Hardware Purchase,MT Services Account
20/03/2017,752953057,186.00,oxford garden cent,Plants,Grounds Maintenance
20/03/2017,752951222,76.60,gwr oxford to,Public Transport,Town Hall Civic Management
20/03/2017,752955117,72.93,trainline,Travel And Subsistence,Active Sports Partnership
20/03/2017,752955202,71.81,trainline,Public Transport,Council Tax
20/03/2017,752948491,61.84,amazon uk marketplace,Furniture & Equipment Purchase,Customer Services
20/03/2017,752953253,30.00,post office counter,Bond Payments Homeless,Homelessness Running Expenditure
20/03/2017,752954737,3.59,tesco stores 6167,Hospitality,Lord Mayors Secretariat
20/03/2017,752956527,-10.00,www.apm.org.uk,TRAINING EXPENSES,Northway and Marston Flood Relief
21/03/2017,753256711,"1,951.16",openmesh - utility,Hardware Purchase,Transformation Wifi Infrastructure
21/03/2017,753256710,"1,591.16",openmesh - utility,Hardware Purchase,Transformation Wifi Infrastructure
21/03/2017,753255313,706.00,home office design,Furniture & Equipment Purchase,Facilities
